trait_tissue	trait_desc	trait_seqid	trait_gene_ids	trait_protein_ids	notes_sex	notes_source_id	notes_maker	notes_maker_platform_technology	notes_maker_platform_description	notes_maker_platform_version
Plasma	Proto-oncogene tyrosine-protein kinase Src	15433-4	ENSG00000197122	P12931	combined	seq.15433.4	Somalogic	proteomics	SomaScan	7k
Plasma	Prepronociceptin	15434-5	ENSG00000168081	Q13519	combined	seq.15434.5	Somalogic	proteomics	SomaScan	7k
Plasma	Purine nucleoside phosphorylase	15435-4	ENSG00000198805	P00491	combined	seq.15435.4	Somalogic	proteomics	SomaScan	7k
Plasma	Receptor activity-modifying protein 1	15436-40	ENSG00000132329	O60894	combined	seq.15436.40	Somalogic	proteomics	SomaScan	7k
Plasma	Receptor activity-modifying protein 3	15437-11	ENSG00000122679	O60896	combined	seq.15437.11	Somalogic	proteomics	SomaScan	7k
Plasma	Rho-related GTP-binding protein RhoE	15439-21	ENSG00000115963	P61587	combined	seq.15439.21	Somalogic	proteomics	SomaScan	7k
Plasma	Neuroendocrine convertase 2	15440-57	ENSG00000125851	P16519	combined	seq.15440.57	Somalogic	proteomics	SomaScan	7k
Plasma	Ganglioside GM2 activator	15441-6	ENSG00000196743	P17900	combined	seq.15441.6	Somalogic	proteomics	SomaScan	7k
Plasma	Serpin B4	15444-45	ENSG00000206073	P48594	combined	seq.15444.45	Somalogic	proteomics	SomaScan	7k
Plasma	Neuregulin-1, sensory and motor neuron-derived factor isoform	15446-25	ENSG00000157168	Q02297	combined	seq.15446.25	Somalogic	proteomics	SomaScan	7k
Plasma	Sorbitol dehydrogenase	15447-45	ENSG00000140263	Q00796	combined	seq.15447.45	Somalogic	proteomics	SomaScan	7k
Plasma	Sequestosome-1	15448-47	ENSG00000161011	Q13501	combined	seq.15448.47	Somalogic	proteomics	SomaScan	7k
Plasma	T-cell immunoglobulin and mucin domain-containing protein 4	15449-33	ENSG00000145850	Q96H15	combined	seq.15449.33	Somalogic	proteomics	SomaScan	7k
Plasma	5'-Nucleotidase	15452-5	ENSG00000135318	P21589	combined	seq.15452.5	Somalogic	proteomics	SomaScan	7k
Plasma	Alpha-1-microglobulin	15453-3	ENSG00000106927	P02760	combined	seq.15453.3	Somalogic	proteomics	SomaScan	7k
Plasma	Disintegrin and metalloproteinase domain-containing protein 15:Extracellular domain	15455-40	ENSG00000143537	Q13444	combined	seq.15455.40	Somalogic	proteomics	SomaScan	7k
Plasma	Aminopeptidase N	15457-14	ENSG00000166825	P15144	combined	seq.15457.14	Somalogic	proteomics	SomaScan	7k
Plasma	Dipeptidyl peptidase 4	15460-9	ENSG00000197635	P27487	combined	seq.15460.9	Somalogic	proteomics	SomaScan	7k
Plasma	T-cell surface glycoprotein CD8 alpha chain	15462-28	ENSG00000153563	P01732	combined	seq.15462.28	Somalogic	proteomics	SomaScan	7k
Plasma	Protein canopy homolog 4	15465-79	ENSG00000166997	Q8N129	combined	seq.15465.79	Somalogic	proteomics	SomaScan	7k
Plasma	Collagen alpha-1(IX) chain	15466-30	ENSG00000112280	P20849	combined	seq.15466.30	Somalogic	proteomics	SomaScan	7k
Plasma	Collagen triple helix repeat-containing protein 1	15467-10	ENSG00000164932	Q96CG8	combined	seq.15467.10	Somalogic	proteomics	SomaScan	7k
Plasma	Complement factor H-related protein 1	15468-14	ENSG00000244414	Q03591	combined	seq.15468.14	Somalogic	proteomics	SomaScan	7k
Plasma	Beta-hexosaminidase subunit beta	15470-11	ENSG00000049860	P07686	combined	seq.15470.11	Somalogic	proteomics	SomaScan	7k
Plasma	Pancreatic lipase-related protein 2	15471-29	ENSG00000266200	P54317	combined	seq.15471.29	Somalogic	proteomics	SomaScan	7k
Plasma	Low-density lipoprotein receptor-related protein 11	15472-16	ENSG00000120256	Q86VZ4	combined	seq.15472.16	Somalogic	proteomics	SomaScan	7k
Plasma	Peptidyl-prolyl cis-trans isomerase NIMA-interacting 1	15474-7	ENSG00000127445	Q13526	combined	seq.15474.7	Somalogic	proteomics	SomaScan	7k
Plasma	Phospholipid transfer protein	15475-4	ENSG00000100979	P55058	combined	seq.15475.4	Somalogic	proteomics	SomaScan	7k
Plasma	Regenerating islet-derived protein 3-gamma	15476-6	ENSG00000143954	Q6UW15	combined	seq.15476.6	Somalogic	proteomics	SomaScan	7k
Plasma	Vascular non-inflammatory molecule 2	15480-2	ENSG00000112303	O95498	combined	seq.15480.2	Somalogic	proteomics	SomaScan	7k
Plasma	Antibacterial protein LL-37	15481-45	ENSG00000164047	P49913	combined	seq.15481.45	Somalogic	proteomics	SomaScan	7k
Plasma	Alpha-2-macroglobulin-like protein 1	15482-12	ENSG00000166535	A8K2U0	combined	seq.15482.12	Somalogic	proteomics	SomaScan	7k
Plasma	Agrin	15483-377	ENSG00000188157	O00468	combined	seq.15483.377	Somalogic	proteomics	SomaScan	7k
Plasma	Amiloride-sensitive amine oxidase [copper-containing]	15486-126	ENSG00000002726	P19801	combined	seq.15486.126	Somalogic	proteomics	SomaScan	7k
Plasma	Liver carboxylesterase 1	15487-164	ENSG00000262243|ENSG00000198848	P23141	combined	seq.15487.164	Somalogic	proteomics	SomaScan	7k
Plasma	Endosialin	15491-20	ENSG00000174807	Q9HCU0	combined	seq.15491.20	Somalogic	proteomics	SomaScan	7k
Plasma	Cysteine-rich motor neuron 1 protein:Extracellular domain	15492-1	ENSG00000150938	Q9NZV1	combined	seq.15492.1	Somalogic	proteomics	SomaScan	7k
Plasma	Fibroblast growth factor-binding protein 1	15494-11	ENSG00000137440	Q14512	combined	seq.15494.11	Somalogic	proteomics	SomaScan	7k
Plasma	Folate receptor gamma	15495-9	ENSG00000110203	P41439	combined	seq.15495.9	Somalogic	proteomics	SomaScan	7k
Plasma	Heparan sulfate glucosamine 3-O-sulfotransferase 1	15497-9	ENSG00000002587	O14792	combined	seq.15497.9	Somalogic	proteomics	SomaScan	7k
Plasma	Attractin	15499-11	ENSG00000088812	O75882	combined	seq.15499.11	Somalogic	proteomics	SomaScan	7k
Plasma	Left-right determination factor 2	15503-15	ENSG00000143768	O00292	combined	seq.15503.15	Somalogic	proteomics	SomaScan	7k
Plasma	Left-right determination factor 2	15503-20	ENSG00000143768	O00292	combined	seq.15503.20	Somalogic	proteomics	SomaScan	7k
Plasma	Baculoviral IAP repeat-containing protein 7 Isoform beta	15504-39	ENSG00000101197	Q96CA5	combined	seq.15504.39	Somalogic	proteomics	SomaScan	7k
Plasma	Low-density lipoprotein receptor-related protein 12	15506-34		Q9Y561	combined	seq.15506.34	Somalogic	proteomics	SomaScan	7k
Plasma	Alpha-N-acetylglucosaminidase	15509-2	ENSG00000108784	P54802	combined	seq.15509.2	Somalogic	proteomics	SomaScan	7k
Plasma	Neuronal pentraxin receptor	15511-37	ENSG00000221890	O95502	combined	seq.15511.37	Somalogic	proteomics	SomaScan	7k
Plasma	Prostasin	15513-108	ENSG00000052344	Q16651	combined	seq.15513.108	Somalogic	proteomics	SomaScan	7k
Plasma	Cholinesterase	15514-26	ENSG00000114200	P06276	combined	seq.15514.26	Somalogic	proteomics	SomaScan	7k
Plasma	Serum amyloid A-1 protein	15515-2	ENSG00000173432	P0DJI8	combined	seq.15515.2	Somalogic	proteomics	SomaScan	7k
Plasma	Serum amyloid A-4 protein	15516-12	ENSG00000148965	P35542	combined	seq.15516.12	Somalogic	proteomics	SomaScan	7k
Plasma	Calsyntenin-1	15521-4	ENSG00000171603	O94985	combined	seq.15521.4	Somalogic	proteomics	SomaScan	7k
Plasma	Golgi-associated plant pathogenesis-related protein 1	15522-2	ENSG00000122694	Q9H4G4	combined	seq.15522.2	Somalogic	proteomics	SomaScan	7k
Plasma	Delta-aminolevulinic acid dehydratase	15523-9	ENSG00000148218	P13716	combined	seq.15523.9	Somalogic	proteomics	SomaScan	7k
Plasma	Phosphoglycerate mutase 2	15524-30	ENSG00000164708	P15259	combined	seq.15524.30	Somalogic	proteomics	SomaScan	7k
Plasma	Alcohol dehydrogenase 1C	15525-294	ENSG00000248144	P00326	combined	seq.15525.294	Somalogic	proteomics	SomaScan	7k
Plasma	Glutathione synthetase	15526-33	ENSG00000100983	P48637	combined	seq.15526.33	Somalogic	proteomics	SomaScan	7k
Plasma	Dihydrolipoyl dehydrogenase, mitochondrial	15527-90	ENSG00000091140	P09622	combined	seq.15527.90	Somalogic	proteomics	SomaScan	7k
Plasma	Cysteine and glycine-rich protein 1	15529-33	ENSG00000159176	P21291	combined	seq.15529.33	Somalogic	proteomics	SomaScan	7k
Plasma	Ephrin type-B receptor 4	15530-33	ENSG00000196411	P54760	combined	seq.15530.33	Somalogic	proteomics	SomaScan	7k
Plasma	Macrophage scavenger receptor types I and II:Extracellular domain	15533-97	ENSG00000038945	P21757	combined	seq.15533.97	Somalogic	proteomics	SomaScan	7k
Plasma	Malate dehydrogenase, mitochondrial	15534-26	ENSG00000146701	P40926	combined	seq.15534.26	Somalogic	proteomics	SomaScan	7k
Plasma	Serine protease 27	15535-3	ENSG00000172382	Q9BQR3	combined	seq.15535.3	Somalogic	proteomics	SomaScan	7k
Plasma	SLIT and NTRK-like protein 1	15539-15		Q96PX8	combined	seq.15539.15	Somalogic	proteomics	SomaScan	7k
Plasma	Vimentin	15540-6	ENSG00000026025	P08670	combined	seq.15540.6	Somalogic	proteomics	SomaScan	7k
Plasma	Creatine kinase U-type, mitochondrial	15542-19	ENSG00000223572|ENSG00000237289	P12532	combined	seq.15542.19	Somalogic	proteomics	SomaScan	7k
Plasma	Kallikrein-14	15544-25	ENSG00000129437	Q9P0G3	combined	seq.15544.25	Somalogic	proteomics	SomaScan	7k
Plasma	Calcineurin subunit B type 1	15545-13	ENSG00000221823	P63098	combined	seq.15545.13	Somalogic	proteomics	SomaScan	7k
Plasma	D-3-phosphoglycerate dehydrogenase	15548-35	ENSG00000092621	O43175	combined	seq.15548.35	Somalogic	proteomics	SomaScan	7k
Plasma	Acetylcholinesterase	15553-22	ENSG00000087085	P22303	combined	seq.15553.22	Somalogic	proteomics	SomaScan	7k
Plasma	Alpha-amylase 2B	15556-49	ENSG00000240038	P19961	combined	seq.15556.49	Somalogic	proteomics	SomaScan	7k
Plasma	Glutamyl aminopeptidase	15558-63	ENSG00000138792	Q07075	combined	seq.15558.63	Somalogic	proteomics	SomaScan	7k
Plasma	Anthrax toxin receptor 2	15559-5	ENSG00000163297	P58335	combined	seq.15559.5	Somalogic	proteomics	SomaScan	7k
Plasma	Transcobalamin-2	15560-52	ENSG00000185339	P20062	combined	seq.15560.52	Somalogic	proteomics	SomaScan	7k
Plasma	Beta-glucuronidase	15562-24	ENSG00000169919	P08236	combined	seq.15562.24	Somalogic	proteomics	SomaScan	7k
Plasma	Mucin-16	15565-102	ENSG00000181143	Q8WXI7	combined	seq.15565.102	Somalogic	proteomics	SomaScan	7k
Plasma	Calponin-1	15566-10	ENSG00000130176	P51911	combined	seq.15566.10	Somalogic	proteomics	SomaScan	7k
Plasma	T-cell surface glycoprotein CD3 zeta chain	15567-2	ENSG00000198821	P20963	combined	seq.15567.2	Somalogic	proteomics	SomaScan	7k
Plasma	Collagen Type II	15569-15	ENSG00000139219	P02458	combined	seq.15569.15	Somalogic	proteomics	SomaScan	7k
Plasma	Complement receptor type 2	15570-99	ENSG00000117322	P20023	combined	seq.15570.99	Somalogic	proteomics	SomaScan	7k
Plasma	Neurocan core protein	15573-110	ENSG00000130287	O14594	combined	seq.15573.110	Somalogic	proteomics	SomaScan	7k
Plasma	Cyclin-A2	15574-37	ENSG00000145386	P20248	combined	seq.15574.37	Somalogic	proteomics	SomaScan	7k
Plasma	Eosinophil cationic protein	15576-158	ENSG00000169397	P12724	combined	seq.15576.158	Somalogic	proteomics	SomaScan	7k
Plasma	Ectonucleotide pyrophosphatase/phosphodiesterase family member 6	15579-26	ENSG00000164303	Q6UWR7	combined	seq.15579.26	Somalogic	proteomics	SomaScan	7k
Plasma	Ephrin type-A receptor 7	15580-2	ENSG00000135333	Q15375	combined	seq.15580.2	Somalogic	proteomics	SomaScan	7k
Plasma	Fibronectin type 3 and ankyrin repeat domains protein 1	15581-16	ENSG00000203780	Q8TC84	combined	seq.15581.16	Somalogic	proteomics	SomaScan	7k
Plasma	Ficolin-1	15582-25	ENSG00000085265	O00602	combined	seq.15582.25	Somalogic	proteomics	SomaScan	7k
Plasma	Fc receptor-like B	15583-18	ENSG00000162746	Q6BAA4	combined	seq.15583.18	Somalogic	proteomics	SomaScan	7k
Plasma	Complement factor H-related protein 2	15584-9	ENSG00000080910	P36980	combined	seq.15584.9	Somalogic	proteomics	SomaScan	7k
Plasma	Fibulin-5	15585-304	ENSG00000140092	Q9UBX5	combined	seq.15585.304	Somalogic	proteomics	SomaScan	7k
Plasma	Folate receptor beta	15587-20	ENSG00000165457	P14207	combined	seq.15587.20	Somalogic	proteomics	SomaScan	7k
Plasma	Alpha-galactosidase A	15588-17	ENSG00000102393	P06280	combined	seq.15588.17	Somalogic	proteomics	SomaScan	7k
Plasma	Vitamin D-binding protein	15589-1	ENSG00000145321	P02774	combined	seq.15589.1	Somalogic	proteomics	SomaScan	7k
Plasma	Glutathione peroxidase 1	15591-28	ENSG00000233276	P07203	combined	seq.15591.28	Somalogic	proteomics	SomaScan	7k
Plasma	Serine protease HTRA1	15594-47	ENSG00000166033	Q92743	combined	seq.15594.47	Somalogic	proteomics	SomaScan	7k
Plasma	Protein HEXIM1	15596-7	ENSG00000186834	O94992	combined	seq.15596.7	Somalogic	proteomics	SomaScan	7k
Plasma	Interleukin-6 receptor subunit alpha	15602-43	ENSG00000160712	P08887	combined	seq.15602.43	Somalogic	proteomics	SomaScan	7k
Plasma	Integrin alpha-2	15603-20	ENSG00000164171	P17301	combined	seq.15603.20	Somalogic	proteomics	SomaScan	7k
Plasma	Mitogen-activated protein kinase 9	15604-18	ENSG00000050748	P45984	combined	seq.15604.18	Somalogic	proteomics	SomaScan	7k
Plasma	Keratin, type I cytoskeletal 19	15606-19	ENSG00000171345	P08727	combined	seq.15606.19	Somalogic	proteomics	SomaScan	7k
Plasma	Pyruvate kinase PKLR	15607-56	ENSG00000143627|ENSG00000262785	P30613	combined	seq.15607.56	Somalogic	proteomics	SomaScan	7k
Plasma	Ribosomal protein S6 kinase beta-1	15608-5	ENSG00000108443	P23443	combined	seq.15608.5	Somalogic	proteomics	SomaScan	7k
Plasma	Cytosol aminopeptidase	15610-72	ENSG00000002549	P28838	combined	seq.15610.72	Somalogic	proteomics	SomaScan	7k
Plasma	Protein lin-7 homolog B	15612-5	ENSG00000104863	Q9HAP6	combined	seq.15612.5	Somalogic	proteomics	SomaScan	7k
Plasma	Pancreatic triacylglycerol lipase	15613-16	ENSG00000175535	P16233	combined	seq.15613.16	Somalogic	proteomics	SomaScan	7k
Plasma	Leukocyte immunoglobulin-like receptor subfamily A member 2	15614-168	ENSG00000239998|ENSG00000275290|ENSG00000274000|ENSG00000278634	Q8N149	combined	seq.15614.168	Somalogic	proteomics	SomaScan	7k
Plasma	Leukocyte immunoglobulin-like receptor subfamily B member 3	15615-8	ENSG00000274587|ENSG00000275019|ENSG00000204577	O75022	combined	seq.15615.8	Somalogic	proteomics	SomaScan	7k
Plasma	Cytokine SCM-1 beta	15617-8	ENSG00000143185	Q9UBD3	combined	seq.15617.8	Somalogic	proteomics	SomaScan	7k
Plasma	Myelin-oligodendrocyte glycoprotein	15619-49	ENSG00000230885|ENSG00000236561|ENSG00000137345|ENSG00000234096|ENSG00000237834|ENSG00000234623|ENSG00000232641|ENSG00000204655	Q16653	combined	seq.15619.49	Somalogic	proteomics	SomaScan	7k
Plasma	Neuroligin-1	15620-4	ENSG00000169760	Q8N2Q7	combined	seq.15620.4	Somalogic	proteomics	SomaScan	7k
Plasma	Opioid-binding protein/cell adhesion molecule	15622-13	ENSG00000183715	Q14982	combined	seq.15622.13	Somalogic	proteomics	SomaScan	7k
Plasma	Programmed cell death protein 1	15623-1	ENSG00000276977|ENSG00000188389	Q15116	combined	seq.15623.1	Somalogic	proteomics	SomaScan	7k
Plasma	Basement membrane-specific heparan sulfate proteoglycan core protein	15626-223	ENSG00000142798	P98160	combined	seq.15626.223	Somalogic	proteomics	SomaScan	7k
Plasma	RAC-alpha serine/threonine-protein kinase	15627-83	ENSG00000142208	P31749	combined	seq.15627.83	Somalogic	proteomics	SomaScan	7k
Plasma	Pregnancy-specific beta-1-glycoprotein 1	15631-18	ENSG00000231924	P11464	combined	seq.15631.18	Somalogic	proteomics	SomaScan	7k
Plasma	Retinol-binding protein 4	15633-6	ENSG00000138207	P02753	combined	seq.15633.6	Somalogic	proteomics	SomaScan	7k
Plasma	Slit homolog 1 protein	15634-139	ENSG00000187122	O75093	combined	seq.15634.139	Somalogic	proteomics	SomaScan	7k
Plasma	SPARC-related modular calcium-binding protein 2	15635-4	ENSG00000112562	Q9H3U7	combined	seq.15635.4	Somalogic	proteomics	SomaScan	7k
Plasma	VPS10 domain-containing receptor SorCS1	15636-49	ENSG00000108018	Q8WY21	combined	seq.15636.49	Somalogic	proteomics	SomaScan	7k
Plasma	VPS10 domain-containing receptor SorCS3	15637-38	ENSG00000156395	Q9UPU3	combined	seq.15637.38	Somalogic	proteomics	SomaScan	7k
Plasma	Transgelin	15640-54	ENSG00000149591	Q01995	combined	seq.15640.54	Somalogic	proteomics	SomaScan	7k
Plasma	Tomoregulin-1	15641-20	ENSG00000241697	Q8IYR6	combined	seq.15641.20	Somalogic	proteomics	SomaScan	7k
Plasma	Biotinidase	15644-1	ENSG00000169814	P43251	combined	seq.15644.1	Somalogic	proteomics	SomaScan	7k
Plasma	Collagen alpha-1(X) chain	15653-9	ENSG00000123500	Q03692	combined	seq.15653.9	Somalogic	proteomics	SomaScan	7k
Plasma	Bone morphogenetic protein 2	15666-21	ENSG00000125845	P12643	combined	seq.15666.21	Somalogic	proteomics	SomaScan	7k
Plasma	Bone morphogenetic protein 4	15667-39	ENSG00000125378	P12644	combined	seq.15667.39	Somalogic	proteomics	SomaScan	7k
Plasma	Bone morphogenetic protein 8B	15668-19	ENSG00000116985	P34820	combined	seq.15668.19	Somalogic	proteomics	SomaScan	7k
Plasma	Serine/threonine-protein kinase B-raf	15669-7	ENSG00000157764	P15056	combined	seq.15669.7	Somalogic	proteomics	SomaScan	7k
Plasma	Complement C1q-like protein 2	15670-15	ENSG00000144119	Q7Z5L3	combined	seq.15670.15	Somalogic	proteomics	SomaScan	7k
Plasma	B-cell antigen receptor complex-associated protein alpha chain	15674-3	ENSG00000105369	P11912	combined	seq.15674.3	Somalogic	proteomics	SomaScan	7k
Plasma	CCAAT/enhancer-binding protein beta	15675-3	ENSG00000172216	P17676	combined	seq.15675.3	Somalogic	proteomics	SomaScan	7k
Plasma	Dickkopf-related protein 2	15678-71	ENSG00000155011	Q9UBU2	combined	seq.15678.71	Somalogic	proteomics	SomaScan	7k
Plasma	Inhibin beta C chain	15686-49	ENSG00000175189	P55103	combined	seq.15686.49	Somalogic	proteomics	SomaScan	7k
Plasma	Protein ERGIC-53	15688-30	ENSG00000074695	P49257	combined	seq.15688.30	Somalogic	proteomics	SomaScan	7k
Plasma	Nodal homolog	15692-300	ENSG00000156574	Q96S42	combined	seq.15692.300	Somalogic	proteomics	SomaScan	7k
Plasma	Progesterone receptor	15693-9	ENSG00000082175	P06401	combined	seq.15693.9	Somalogic	proteomics	SomaScan	7k
Plasma	Alpha-taxilin	15698-6	ENSG00000084652	P40222	combined	seq.15698.6	Somalogic	proteomics	SomaScan	7k
Plasma	Alanine aminotransferase 1	16015-19	ENSG00000167701	P24298	combined	seq.16015.19	Somalogic	proteomics	SomaScan	7k
Plasma	Cadherin-8	16021-30	ENSG00000150394	P55286	combined	seq.16021.30	Somalogic	proteomics	SomaScan	7k
Plasma	Vascular endothelial growth factor receptor 3	16035-8	ENSG00000037280	P35916	combined	seq.16035.8	Somalogic	proteomics	SomaScan	7k
Plasma	SHC-transforming protein 1:Phosphotyrosine Interaction Domain	16043-30	ENSG00000160691	P29353	combined	seq.16043.30	Somalogic	proteomics	SomaScan	7k
Plasma	Oxidized low-density lipoprotein receptor 1	16049-43	ENSG00000173391	P78380	combined	seq.16049.43	Somalogic	proteomics	SomaScan	7k
Plasma	Complement factor H-related protein 5	16055-3	ENSG00000134389	Q9BXR6	combined	seq.16055.3	Somalogic	proteomics	SomaScan	7k
Plasma	Cation-independent mannose-6-phosphate receptor	16057-6	ENSG00000197081	P11717	combined	seq.16057.6	Somalogic	proteomics	SomaScan	7k
Plasma	Nidogen-2	16060-99	ENSG00000087303	Q14112	combined	seq.16060.99	Somalogic	proteomics	SomaScan	7k
Plasma	Wnt inhibitory factor 1	16070-7	ENSG00000156076	Q9Y5W5	combined	seq.16070.7	Somalogic	proteomics	SomaScan	7k
Plasma	GRB2-related adapter protein 2	16074-12	ENSG00000100351	O75791	combined	seq.16074.12	Somalogic	proteomics	SomaScan	7k
Plasma	Tyrosine-protein kinase Tec	16079-2	ENSG00000135605	P42680	combined	seq.16079.2	Somalogic	proteomics	SomaScan	7k
Plasma	Aldo-keto reductase family 1 member B10	16081-38	ENSG00000198074	O60218	combined	seq.16081.38	Somalogic	proteomics	SomaScan	7k
Plasma	Ephrin type-A receptor 4	16288-17	ENSG00000116106	P54764	combined	seq.16288.17	Somalogic	proteomics	SomaScan	7k
Plasma	Gastric inhibitory polypeptide	16292-288	ENSG00000159224	P09681	combined	seq.16292.288	Somalogic	proteomics	SomaScan	7k
Plasma	Somatoliberin	16293-1	ENSG00000118702	P01286	combined	seq.16293.1	Somalogic	proteomics	SomaScan	7k
Plasma	Leucine-rich repeat-containing G-protein coupled receptor 5	16296-43	ENSG00000139292	O75473	combined	seq.16296.43	Somalogic	proteomics	SomaScan	7k
Plasma	Roundabout homolog 4	16297-14	ENSG00000154133	Q8WZ75	combined	seq.16297.14	Somalogic	proteomics	SomaScan	7k
Plasma	Group IID secretory phospholipase A2	16298-84	ENSG00000117215	Q9UNK4	combined	seq.16298.84	Somalogic	proteomics	SomaScan	7k
Plasma	T-cell immunoreceptor with Ig and ITIM domains	16299-13	ENSG00000181847	Q495A1	combined	seq.16299.13	Somalogic	proteomics	SomaScan	7k
Plasma	Triggering receptor expressed on myeloid cells 2	16300-4	ENSG00000095970	Q9NZC2	combined	seq.16300.4	Somalogic	proteomics	SomaScan	7k
Plasma	BPI fold-containing family A member 2	16302-11	ENSG00000131050	Q96DR5	combined	seq.16302.11	Somalogic	proteomics	SomaScan	7k
Plasma	Leucine-rich repeat-containing G-protein coupled receptor 4	16304-6	ENSG00000205213	Q9BXB1	combined	seq.16304.6	Somalogic	proteomics	SomaScan	7k
Plasma	Cadherin-11:Extracellular domain	16305-10	ENSG00000140937	P55287	combined	seq.16305.10	Somalogic	proteomics	SomaScan	7k
Plasma	Netrin receptor UNC5D	16307-22	ENSG00000156687	Q6UXZ4	combined	seq.16307.22	Somalogic	proteomics	SomaScan	7k
Plasma	B- and T-lymphocyte attenuator	16308-14	ENSG00000186265	Q7Z6A9	combined	seq.16308.14	Somalogic	proteomics	SomaScan	7k
Plasma	Dickkopf-like protein 1	16309-30	ENSG00000104901	Q9UK85	combined	seq.16309.30	Somalogic	proteomics	SomaScan	7k
Plasma	Cadherin-6	16312-45	ENSG00000113361	P55285	combined	seq.16312.45	Somalogic	proteomics	SomaScan	7k
Plasma	Vascular endothelial growth factor receptor 1	16315-105	ENSG00000102755	P17948	combined	seq.16315.105	Somalogic	proteomics	SomaScan	7k
Plasma	Desmoglein-3	16317-20	ENSG00000134757	P32926	combined	seq.16317.20	Somalogic	proteomics	SomaScan	7k
Plasma	Serine/threonine-protein kinase receptor R3	16318-12	ENSG00000139567	P37023	combined	seq.16318.12	Somalogic	proteomics	SomaScan	7k
Plasma	CD320 antigen	16320-139	ENSG00000167775	Q9NPF0	combined	seq.16320.139	Somalogic	proteomics	SomaScan	7k
Plasma	Marginal zone B- and B1-cell-specific protein	16322-10	ENSG00000170476	Q8WU39	combined	seq.16322.10	Somalogic	proteomics	SomaScan	7k
Plasma	Neurexin-3	16323-8	ENSG00000021645	Q9Y4C0	combined	seq.16323.8	Somalogic	proteomics	SomaScan	7k
Plasma	Toll-like receptor 1:Extracellular domain	16324-38	ENSG00000174125	Q15399	combined	seq.16324.38	Somalogic	proteomics	SomaScan	7k
Plasma	High mobility group protein HMG-I/HMG-Y	16536-3	ENSG00000137309	P17096	combined	seq.16536.3	Somalogic	proteomics	SomaScan	7k
Plasma	Signal transducer and activator of transcription 5B	16551-14	ENSG00000173757	P51692	combined	seq.16551.14	Somalogic	proteomics	SomaScan	7k
Plasma	Myocilin	16558-2	ENSG00000034971	Q99972	combined	seq.16558.2	Somalogic	proteomics	SomaScan	7k
Plasma	Alpha-1B-glycoprotein	16561-9	ENSG00000121410	P04217	combined	seq.16561.9	Somalogic	proteomics	SomaScan	7k
Plasma	Bis(5'-nucleosyl)-tetraphosphatase [asymmetrical]	16583-8	ENSG00000164978	P50583	combined	seq.16583.8	Somalogic	proteomics	SomaScan	7k
Plasma	N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase 4	16585-16	ENSG00000176383	Q9C0J1	combined	seq.16585.16	Somalogic	proteomics	SomaScan	7k
Plasma	Beta-casein	16587-1	ENSG00000283030|ENSG00000135222	P05814	combined	seq.16587.1	Somalogic	proteomics	SomaScan	7k
